Date,Metal,Industry,State,Region,Price,Demand_Index,Supply_Index,Dependency,Impact_Score,Volatility,Primary_Metal,Demand_Category,Price_Trend
2024-01-07,Lithium,Energy,West Bengal,East,5860.31,61.72,80.7,0.95,5567.3,0.0589,1,High,Rising
2024-01-07,Silver,Electronics,Lakshadweep,South,90.78,62.92,147.06,0.75,68.09,0.0459,0,Medium,Rising
2024-01-07,Gold,Jewelry,Uttarakhand,North,6533.84,108.02,108.89,0.98,6403.16,0.018,1,High,Rising
2024-01-07,Steel,Electronics,Rajasthan,North,135.3,35.08,123.71,0.41,55.59,0.0633,0,Low,Rising
2024-01-07,Nickel,Construction,Tripura,Northeast,2543.21,49.36,128.08,0.31,786.18,0.0679,0,Low,Rising
2024-01-07,Aluminum,Automobile,Uttarakhand,North,243.94,41.66,110.25,0.7,170.75,0.0165,0,Medium,Rising
2024-01-07,Copper,Energy,Chhattisgarh,Central,1074.09,69.11,87.83,0.6,644.45,0.0091,0,Low,Rising
2024-01-07,Steel,Energy,Bihar,East,118.58,61.31,96.36,0.34,40.11,0.0532,0,Low,Rising
2024-01-07,Aluminum,Automobile,Delhi,North,241.04,136.16,103.22,0.7,168.73,0.0023,0,Medium,Rising
2024-01-08,Steel,Electronics,Delhi,North,128.44,32.15,118.89,0.33,42.92,0.0042,0,Low,Rising
2024-01-08,Platinum,Automobile,Chandigarh,North,5359.98,48.48,94.16,0.37,1958.65,0.0336,0,Low,Rising
2024-01-08,Lithium,Electronics,Manipur,Northeast,5903.71,61.54,81.7,0.44,2570.88,0.0597,0,Low,Rising
2024-01-08,Lithium,Energy,Mizoram,Northeast,6194.86,82.62,90.8,0.95,5885.11,0.0327,1,High,Rising
2024-01-08,Steel,Construction,Uttarakhand,North,123.61,90.09,140.27,0.95,117.43,0.0516,1,High,Rising
2024-01-08,Platinum,Construction,Odisha,East,5579.16,46.9,69.25,0.49,2749.84,0.076,0,Low,Rising
2024-01-08,Lithium,Energy,Manipur,Northeast,5922.24,99.92,147.67,0.95,5626.12,0.0538,1,High,Rising
2024-01-08,Aluminum,Electronics,Kerala,South,243.78,58.73,74.33,0.32,77.23,0.0037,0,Low,Rising
2024-01-08,Steel,Jewelry,Arunachal Pradesh,Northeast,132.81,22.95,69.79,0.41,53.86,0.0014,0,Low,Rising
2024-01-08,Steel,Construction,Uttar Pradesh,North,128.06,61.42,129.96,0.95,121.65,0.008,1,High,Rising
2024-01-08,Steel,Jewelry,Dadra and Nagar Haveli and Daman and Diu,West,128.71,48.07,76.96,0.32,40.9,0.0108,0,Low,Rising
2024-01-08,Lithium,Jewelry,Ladakh,North,6066.1,31.0,149.94,0.21,1290.14,0.0485,0,Low,Rising
2024-01-08,Gold,Automobile,Kerala,South,6905.57,44.28,116.4,0.25,1730.31,0.0774,0,Low,Rising
2024-01-08,Steel,Jewelry,Kerala,South,136.47,11.02,149.55,0.22,29.51,0.0615,0,Low,Rising
2024-01-08,Aluminum,Electronics,Andaman and Nicobar Islands,South,321.73,21.78,66.53,0.38,122.56,0.1039,0,Low,Rising
2024-01-08,Nickel,Electronics,Chhattisgarh,Central,2396.26,21.75,111.92,0.38,920.14,0.0688,0,Low,Rising
2024-01-08,Platinum,Automobile,Assam,Northeast,5808.79,41.46,127.01,0.43,2509.79,0.0358,0,Low,Rising
2024-01-08,Steel,Construction,Delhi,North,133.98,55.56,127.27,0.95,127.28,0.0501,1,High,Rising
2024-01-08,Aluminum,Electronics,Punjab,North,239.39,69.91,141.24,0.38,90.91,0.0062,0,Low,Rising
2024-01-08,Steel,Jewelry,Himachal Pradesh,North,125.43,45.71,50.05,0.25,31.18,0.0338,0,Low,Rising
2024-01-08,Steel,Automobile,Rajasthan,North,130.38,138.67,68.95,0.8,104.3,0.0147,0,Medium,Rising
2024-01-08,Lithium,Construction,Uttarakhand,North,6066.07,40.75,100.87,0.28,1676.93,0.0485,0,Low,Rising
2024-01-08,Copper,Jewelry,Chhattisgarh,Central,1081.95,62.16,147.76,0.4,429.94,0.0188,0,Low,Rising
2024-01-08,Nickel,Automobile,Jammu and Kashmir,North,2610.38,29.73,127.62,0.5,1305.19,0.0237,0,Low,Rising
2024-01-08,Lithium,Energy,Meghalaya,Northeast,5961.22,60.01,80.1,0.95,5663.16,0.0414,1,High,Rising
2024-01-08,Silver,Automobile,Andhra Pradesh,South,91.64,57.13,85.09,0.32,28.98,0.032,0,Low,Rising
2024-01-08,Gold,Automobile,Meghalaya,Northeast,6660.81,55.47,88.05,0.29,1910.45,0.0053,0,Low,Rising
2024-01-08,Lithium,Electronics,Madhya Pradesh,Central,5940.16,19.47,67.33,0.22,1286.4,0.0662,0,Low,Rising
2024-01-08,Platinum,Automobile,Andhra Pradesh,South,7554.26,44.77,78.64,0.26,1972.5,0.01,0,Low,Rising
2024-01-08,Lithium,Construction,Meghalaya,Northeast,6213.27,39.54,52.5,0.33,2025.33,0.0386,0,Low,Rising
2024-01-08,Gold,Automobile,Himachal Pradesh,North,6680.45,20.13,126.94,0.35,2349.27,0.0464,0,Low,Rising
2024-01-08,Copper,Jewelry,Meghalaya,Northeast,1104.99,53.9,91.95,0.37,412.59,0.0318,0,Low,Rising
2024-01-08,Silver,Automobile,Ladakh,North,95.67,77.54,82.78,0.41,38.92,0.0483,0,Low,Rising
2024-01-08,Gold,Energy,Odisha,East,6290.45,63.73,90.12,0.41,2562.73,0.0203,0,Low,Rising
2024-01-08,Gold,Jewelry,Assam,Northeast,6306.58,145.25,141.18,0.98,6180.45,0.0622,1,High,Rising
2024-01-08,Lithium,Electronics,Tripura,Northeast,5938.16,58.2,97.8,0.47,2815.44,0.0487,0,Low,Rising
2024-01-08,Lithium,Jewelry,Andaman and Nicobar Islands,South,6141.21,38.95,97.53,0.46,2795.19,0.0536,0,Low,Rising
2024-01-08,Nickel,Jewelry,Jammu and Kashmir,North,2627.01,50.89,90.86,0.42,1110.27,0.0345,0,Low,Rising
2024-01-08,Nickel,Automobile,Arunachal Pradesh,Northeast,2690.56,58.52,57.76,0.5,1345.28,0.0258,0,Low,Rising
2024-01-08,Gold,Automobile,Andhra Pradesh,South,6603.42,32.42,125.69,0.32,2138.05,0.0187,0,Low,Rising
2024-01-08,Silver,Electronics,Uttarakhand,North,91.51,70.2,146.44,0.75,68.63,0.0196,0,Medium,Rising
2024-01-08,Gold,Electronics,Arunachal Pradesh,Northeast,6553.25,126.48,111.27,0.85,5570.26,0.0152,0,Medium,Rising
2024-01-08,Steel,Construction,Meghalaya,Northeast,129.33,57.27,87.33,0.95,122.87,0.0317,1,High,Rising
2024-01-08,Aluminum,Energy,Tripura,Northeast,256.53,22.11,82.77,0.3,76.87,0.0419,0,Low,Rising
2024-01-09,Steel,Construction,Sikkim,Northeast,131.11,143.42,133.0,0.95,124.55,0.0151,1,High,Rising
2024-01-09,Lithium,Automobile,Chhattisgarh,Central,5827.78,21.94,120.02,0.26,1491.23,0.0289,0,Low,Rising
2024-01-09,Nickel,Construction,Punjab,North,2512.29,38.81,105.36,0.34,862.87,0.0402,0,Low,Rising
2024-01-09,Steel,Construction,West Bengal,East,127.36,113.94,134.01,0.95,120.99,0.0358,1,High,Rising
2024-01-09,Silver,Construction,Sikkim,Northeast,94.45,58.02,110.56,0.43,40.54,0.0156,0,Low,Rising
2024-01-09,Nickel,Automobile,Odisha,East,2381.65,29.24,97.7,0.5,1190.83,0.0621,0,Low,Rising
2024-01-09,Nickel,Construction,Goa,West,2427.85,61.54,134.44,0.38,924.43,0.0797,0,Low,Rising
2024-01-09,Steel,Jewelry,Jharkhand,East,121.6,43.21,50.36,0.38,45.79,0.0229,0,Low,Rising
2024-01-09,Copper,Energy,Gujarat,West,1093.55,109.77,58.86,0.6,656.13,0.006,0,Low,Rising
2024-01-09,Gold,Automobile,Karnataka,South,6125.72,15.67,91.66,0.25,1512.7,0.0743,0,Low,Rising
2024-01-09,Copper,Automobile,Uttarakhand,North,1172.73,87.93,81.33,0.6,703.64,0.0897,0,Low,Rising
2024-01-09,Aluminum,Electronics,Tamil Nadu,South,259.5,44.03,53.37,0.48,124.56,0.0797,0,Low,Rising
2024-01-09,Platinum,Jewelry,Arunachal Pradesh,Northeast,5871.19,118.47,57.65,0.85,4990.51,0.0505,0,Medium,Rising
2024-01-09,Platinum,Automobile,Uttarakhand,North,5344.35,67.39,144.69,0.45,2424.9,0.0376,0,Low,Rising
2024-01-09,Copper,Electronics,West Bengal,East,1091.26,99.56,142.64,0.9,982.13,0.0445,1,High,Rising
2024-01-09,Gold,Jewelry,Sikkim,Northeast,6891.45,124.16,70.21,0.98,6753.62,0.0489,1,High,Rising
2024-01-09,Steel,Automobile,Delhi,North,121.27,137.55,114.55,0.8,97.01,0.0749,0,Medium,Rising
2024-01-09,Steel,Electronics,Arunachal Pradesh,Northeast,190.08,16.94,74.76,0.21,39.2,0.0088,0,Low,Rising
2024-01-09,Aluminum,Energy,Meghalaya,Northeast,243.19,40.86,85.93,0.31,76.41,0.022,0,Low,Rising
2024-01-09,Gold,Jewelry,Sikkim,Northeast,7016.25,187.46,106.44,0.98,6875.93,0.0727,1,High,Rising
2024-01-09,Gold,Jewelry,Tripura,Northeast,6622.53,126.03,127.67,0.98,6490.08,0.0023,1,High,Rising
2024-01-09,Nickel,Construction,Maharashtra,West,2605.24,38.72,149.26,0.26,683.33,0.0374,0,Low,Rising
2024-01-09,Gold,Construction,Sikkim,Northeast,6347.92,42.66,127.61,0.22,1393.26,0.0546,0,Low,Rising
2024-01-09,Nickel,Electronics,Jammu and Kashmir,North,2617.87,57.23,141.33,0.3,774.97,0.0288,0,Low,Rising
2024-01-09,Platinum,Jewelry,Himachal Pradesh,North,5454.81,53.07,101.75,0.85,4636.59,0.0105,0,Medium,Rising
2024-01-09,Lithium,Automobile,Ladakh,North,6035.95,53.86,139.31,0.34,2045.02,0.0392,0,Low,Rising
2024-01-09,Lithium,Automobile,Tamil Nadu,South,5882.7,20.63,62.14,0.24,1414.62,0.0296,0,Low,Rising
2024-01-09,Lithium,Electronics,Assam,Northeast,6116.29,36.6,149.54,0.42,2588.91,0.0083,0,Low,Rising
2024-01-09,Nickel,Energy,Dadra and Nagar Haveli and Daman and Diu,West,2649.69,50.94,58.84,0.85,2252.23,0.0667,0,Medium,Rising
2024-01-09,Aluminum,Energy,Meghalaya,Northeast,257.96,35.38,107.53,0.34,88.77,0.0484,0,Low,Rising
2024-01-09,Lithium,Energy,Andaman and Nicobar Islands,South,5977.18,99.99,103.29,0.95,5678.32,0.001,1,High,Rising
2024-01-09,Gold,Automobile,Uttar Pradesh,North,5216.71,40.36,139.54,0.26,1331.13,0.0396,0,Low,Rising
2024-01-09,Nickel,Automobile,Jammu and Kashmir,North,2504.88,36.39,83.22,0.5,1252.44,0.0451,0,Low,Rising
2024-01-09,Copper,Construction,Maharashtra,West,1141.64,92.62,121.39,0.5,570.82,0.0655,0,Low,Rising
2024-01-09,Copper,Automobile,Haryana,North,1119.91,72.33,124.63,0.6,671.95,0.025,0,Low,Rising
2024-01-09,Steel,Construction,Gujarat,West,130.85,119.69,77.17,0.95,124.3,0.0318,1,High,Rising
2024-01-09,Copper,Automobile,Jammu and Kashmir,North,1134.11,104.72,116.4,0.6,680.46,0.0424,0,Low,Rising
2024-01-09,Copper,Energy,Delhi,North,1105.4,51.99,119.47,0.6,663.24,0.0072,0,Low,Rising
2024-01-09,Nickel,Jewelry,Tamil Nadu,South,2565.76,80.44,148.76,0.41,1055.95,0.0216,0,Low,Rising
2024-01-09,Gold,Automobile,Lakshadweep,South,6407.62,44.6,115.42,0.27,1732.92,0.0195,0,Low,Rising
2024-01-09,Nickel,Energy,Jammu and Kashmir,North,3063.25,83.86,106.3,0.85,2603.76,0.0402,0,Medium,Rising
2024-01-10,Lithium,Jewelry,Odisha,East,5854.26,68.79,109.4,0.36,2101.13,0.0585,0,Low,Rising
2024-01-10,Platinum,Electronics,Lakshadweep,South,5807.45,25.35,100.67,0.4,2328.32,0.062,0,Low,Rising
2024-01-10,Silver,Electronics,Bihar,East,89.53,132.69,54.26,0.75,67.15,0.0078,0,Medium,Rising
2024-01-10,Lithium,Electronics,Chhattisgarh,Central,5626.82,69.84,60.82,0.43,2441.67,0.0382,0,Low,Rising
2024-01-10,Silver,Jewelry,Goa,West,87.14,97.24,97.89,0.9,78.42,0.0769,1,High,Rising
2024-01-10,Lithium,Jewelry,Nagaland,Northeast,6160.58,69.12,67.43,0.39,2398.32,0.0229,0,Low,Rising
2024-01-10,Aluminum,Automobile,Goa,West,257.91,60.84,102.08,0.7,180.54,0.0964,0,Medium,Rising
2024-01-10,Silver,Energy,Jammu and Kashmir,North,98.04,41.98,84.73,0.4,39.06,0.0872,0,Low,Rising
2024-01-10,Aluminum,Automobile,Uttar Pradesh,North,232.76,93.7,74.58,0.7,162.93,0.0394,0,Medium,Rising
2024-01-10,Aluminum,Electronics,Dadra and Nagar Haveli and Daman and Diu,West,256.12,37.97,50.95,0.24,60.22,0.0875,0,Low,Rising
2024-01-10,Lithium,Energy,Telangana,South,7225.86,177.22,117.79,0.95,6864.57,0.0431,1,High,Rising
2024-01-10,Silver,Energy,Andaman and Nicobar Islands,South,96.07,68.32,103.0,0.48,45.88,0.0397,0,Low,Rising
2024-01-10,Silver,Automobile,Andaman and Nicobar Islands,South,92.92,52.53,97.73,0.29,27.32,0.0112,0,Low,Rising
2024-01-10,Aluminum,Construction,Delhi,North,241.8,84.07,132.66,0.85,205.53,0.0049,0,Medium,Rising
2024-01-10,Platinum,Electronics,Goa,West,5664.16,32.34,145.58,0.39,2181.93,0.0544,0,Low,Rising
2024-01-10,Copper,Jewelry,Bihar,East,1030.16,21.56,78.75,0.27,282.74,0.0336,0,Low,Rising
2024-01-10,Nickel,Electronics,Mizoram,Northeast,2613.61,73.1,120.17,0.48,1257.67,0.0226,0,Low,Rising
2024-01-10,Aluminum,Energy,Chhattisgarh,Central,228.33,35.72,134.51,0.37,84.93,0.0272,0,Low,Rising
2024-01-10,Nickel,Automobile,Manipur,Northeast,2644.53,82.42,133.14,0.5,1322.26,0.0029,0,Low,Rising
2024-01-10,Copper,Automobile,Gujarat,West,1105.27,41.05,117.5,0.6,663.16,0.0203,0,Low,Rising
2024-01-10,Gold,Energy,Maharashtra,West,6063.11,19.66,73.49,0.21,1269.08,0.0634,0,Low,Rising
2024-01-10,Silver,Electronics,Kerala,South,92.48,46.05,80.59,0.75,69.36,0.0184,0,Medium,Rising
2024-01-10,Aluminum,Jewelry,Assam,Northeast,257.53,78.14,136.93,0.48,124.38,0.0459,0,Low,Rising
2024-01-10,Lithium,Energy,Gujarat,West,5859.95,123.64,56.48,0.95,5566.95,0.0012,1,High,Rising
2024-01-10,Platinum,Construction,Mizoram,Northeast,5823.94,49.32,99.8,0.38,2225.82,0.0391,0,Low,Rising
2024-01-10,Steel,Construction,Assam,Northeast,132.14,81.98,62.94,0.95,125.53,0.0055,1,High,Rising
2024-01-10,Aluminum,Energy,Andaman and Nicobar Islands,South,253.88,41.33,50.06,0.21,53.41,0.052,0,Low,Rising
2024-01-10,Silver,Energy,West Bengal,East,87.62,65.2,101.46,0.41,35.93,0.0246,0,Low,Rising
2024-01-10,Steel,Jewelry,Tamil Nadu,South,126.75,33.43,145.4,0.46,58.68,0.0334,0,Low,Rising
2024-01-10,Lithium,Energy,Himachal Pradesh,North,5544.59,161.78,53.87,0.95,5267.36,0.1208,1,High,Rising
2024-01-10,Platinum,Electronics,Jammu and Kashmir,North,4567.42,59.27,50.54,0.44,1996.65,0.0182,0,Low,Rising
2024-01-10,Steel,Construction,Assam,Northeast,135.42,72.44,51.33,0.95,128.65,0.0257,1,High,Rising
2024-01-10,Lithium,Energy,Andaman and Nicobar Islands,South,6032.06,57.81,96.92,0.95,5730.46,0.0193,1,High,Rising
2024-01-10,Gold,Construction,Gujarat,West,5904.08,38.51,57.25,0.27,1571.79,0.0949,0,Low,Rising
2024-01-10,Steel,Energy,Uttarakhand,North,133.33,16.74,127.54,0.28,37.28,0.0431,0,Low,Rising
2024-01-10,Copper,Energy,Andaman and Nicobar Islands,South,1084.53,38.62,109.8,0.6,650.72,0.0314,0,Low,Rising
2024-01-10,Silver,Energy,Arunachal Pradesh,Northeast,94.22,21.98,98.91,0.23,21.61,0.0192,0,Low,Rising
2024-01-10,Lithium,Jewelry,Dadra and Nagar Haveli and Daman and Diu,West,5531.55,69.23,99.28,0.49,2701.83,0.1072,0,Low,Rising
2024-01-10,Gold,Automobile,Himachal Pradesh,North,6277.04,24.21,136.94,0.47,2980.73,0.0332,0,Low,Rising
2024-01-10,Platinum,Automobile,Bihar,East,5435.61,32.05,70.67,0.22,1197.03,0.039,0,Low,Rising
2024-01-10,Lithium,Energy,Jharkhand,East,5672.98,87.79,96.61,0.95,5389.33,0.0032,1,High,Rising
2024-01-10,Steel,Automobile,Punjab,North,132.47,90.92,124.64,0.8,105.98,0.0348,0,Medium,Rising
2024-01-10,Steel,Automobile,Ladakh,North,130.76,130.62,109.87,0.8,104.61,0.0179,0,Medium,Rising
2024-01-10,Gold,Electronics,Jharkhand,East,6067.81,74.47,129.78,0.85,5157.64,0.0257,0,Medium,Rising
2024-01-10,Nickel,Electronics,Chandigarh,North,2433.44,32.98,83.06,0.49,1204.24,0.0915,0,Low,Rising
2024-01-10,Gold,Jewelry,Bihar,East,4076.15,173.13,149.35,0.98,3994.63,0.0594,1,High,Rising
2024-01-10,Lithium,Electronics,Manipur,Northeast,5926.14,52.5,66.18,0.41,2433.36,0.0515,0,Low,Rising
2024-01-11,Lithium,Automobile,Bihar,East,5575.3,49.79,85.85,0.4,2218.18,0.0359,0,Low,Rising
2024-01-11,Nickel,Energy,Puducherry,South,2604.81,159.13,102.75,0.85,2214.09,0.0043,0,Medium,Rising
2024-01-11,Platinum,Automobile,Delhi,North,5757.59,17.33,78.69,0.2,1161.19,0.0635,0,Low,Rising
2024-01-11,Lithium,Automobile,Lakshadweep,South,5820.03,44.72,135.23,0.25,1482.53,0.0487,0,Low,Rising
2024-01-11,Aluminum,Jewelry,Arunachal Pradesh,Northeast,231.55,70.83,67.11,0.44,101.0,0.0781,0,Low,Rising
2024-01-11,Aluminum,Construction,Sikkim,Northeast,248.32,79.73,102.2,0.85,211.07,0.0018,0,Medium,Rising
2024-01-11,Aluminum,Electronics,Gujarat,West,231.43,37.41,133.49,0.35,80.77,0.035,0,Low,Rising
2024-01-11,Nickel,Electronics,Goa,West,2543.2,19.04,149.63,0.29,744.98,0.003,0,Low,Rising
2024-01-11,Lithium,Electronics,West Bengal,East,5670.43,42.82,144.0,0.39,2206.39,0.0035,0,Low,Rising
2024-01-11,Gold,Energy,Uttarakhand,North,6616.19,35.76,134.97,0.27,1754.93,0.0331,0,Low,Rising
2024-01-11,Nickel,Construction,Meghalaya,Northeast,2563.07,23.4,125.84,0.41,1049.16,0.0544,0,Low,Rising
2024-01-11,Silver,Electronics,Sikkim,Northeast,90.68,80.92,66.64,0.75,68.01,0.0754,0,Medium,Rising
2024-01-11,Platinum,Energy,Jammu and Kashmir,North,5379.07,62.74,59.42,0.46,2481.46,0.0293,0,Low,Rising
2024-01-11,Copper,Electronics,Andhra Pradesh,South,1117.03,150.58,80.14,0.9,1005.33,0.0079,1,High,Rising
2024-01-11,Aluminum,Energy,Punjab,North,256.8,40.7,149.73,0.45,115.56,0.0781,0,Low,Rising
2024-01-11,Steel,Electronics,Punjab,North,133.74,16.31,102.5,0.26,34.18,0.047,0,Low,Rising
2024-01-11,Steel,Automobile,Uttar Pradesh,North,129.45,129.18,116.33,0.8,103.56,0.0049,0,Medium,Rising
2024-01-11,Steel,Energy,Jammu and Kashmir,North,132.36,55.28,86.74,0.5,65.55,0.0335,0,Low,Rising
2024-01-11,Copper,Electronics,Chhattisgarh,Central,1010.08,139.51,132.0,0.9,909.07,0.0724,1,High,Rising
2024-01-11,Steel,Jewelry,Tripura,Northeast,132.81,30.12,58.9,0.49,65.51,0.0007,0,Low,Rising
2024-01-11,Copper,Energy,Madhya Pradesh,Central,1147.07,102.28,88.15,0.6,688.24,0.1006,0,Low,Rising
2024-01-11,Silver,Automobile,Karnataka,South,92.42,30.67,72.6,0.45,41.41,0.0193,0,Low,Rising
2024-01-11,Gold,Electronics,Nagaland,Northeast,6538.86,89.12,65.1,0.85,5558.03,0.0187,0,Medium,Rising
2024-01-11,Lithium,Electronics,Rajasthan,North,6719.77,67.87,81.8,0.4,2680.21,0.0462,0,Low,Rising
2024-01-11,Platinum,Jewelry,Dadra and Nagar Haveli and Daman and Diu,West,5620.31,63.15,52.4,0.85,4777.27,0.0435,0,Medium,Rising
2024-01-11,Lithium,Jewelry,Telangana,South,5974.91,37.81,55.75,0.23,1373.96,0.0014,0,Low,Rising
2024-01-11,Lithium,Automobile,Mizoram,Northeast,6197.8,44.93,57.81,0.24,1494.42,0.0353,0,Low,Rising
2024-01-11,Silver,Construction,Ladakh,North,95.0,18.15,143.77,0.36,34.37,0.0376,0,Low,Rising
2024-01-11,Copper,Construction,Bihar,East,1043.15,33.74,110.29,0.5,521.57,0.0172,0,Low,Rising
2024-01-11,Nickel,Construction,Sikkim,Northeast,2487.26,40.54,56.7,0.28,688.16,0.1025,0,Low,Rising
2024-01-11,Aluminum,Electronics,Assam,Northeast,253.39,15.73,122.66,0.22,56.56,0.0259,0,Low,Rising
2024-01-11,Platinum,Construction,Haryana,North,5401.08,36.95,106.96,0.25,1344.17,0.0239,0,Low,Rising
2024-01-11,Lithium,Construction,Manipur,Northeast,5998.78,48.01,140.21,0.44,2666.52,0.0278,0,Low,Rising
2024-01-11,Gold,Automobile,Madhya Pradesh,Central,6108.94,58.65,84.45,0.5,3052.16,0.0301,0,Low,Rising
2024-01-11,Platinum,Automobile,Uttar Pradesh,North,5641.48,51.55,78.44,0.26,1467.38,0.035,0,Low,Rising
2024-01-11,Nickel,Jewelry,Bihar,East,2350.71,67.18,57.34,0.43,999.93,0.0826,0,Low,Rising
2024-01-11,Copper,Automobile,Manipur,Northeast,1183.65,105.29,141.35,0.6,710.19,0.0614,0,Low,Rising
2024-01-11,Aluminum,Construction,Goa,West,237.01,126.24,113.95,0.85,201.46,0.0074,0,Medium,Rising
2024-01-11,Platinum,Jewelry,Gujarat,West,5528.76,49.98,121.48,0.85,4699.44,0.0208,0,Medium,Rising
2024-01-11,Platinum,Automobile,Jammu and Kashmir,North,5586.65,67.37,95.13,0.36,2029.86,0.0216,0,Low,Rising
2024-01-11,Copper,Jewelry,Delhi,North,1141.54,18.62,125.73,0.35,400.96,0.0512,0,Low,Rising
2024-01-11,Gold,Jewelry,Gujarat,West,6669.44,188.45,125.65,0.98,6536.05,0.0565,1,High,Rising
2024-01-11,Nickel,Electronics,Tripura,Northeast,2487.6,21.79,91.91,0.29,718.11,0.1023,0,Low,Rising
2024-01-11,Silver,Electronics,Rajasthan,North,87.81,47.73,91.72,0.75,65.86,0.0799,0,Medium,Rising
2024-01-11,Aluminum,Jewelry,Uttarakhand,North,224.95,20.64,91.99,0.32,71.22,0.078,0,Low,Rising
2024-01-11,Platinum,Automobile,Delhi,North,5596.38,20.03,75.74,0.28,1541.29,0.024,0,Low,Rising
2024-01-12,Copper,Construction,Odisha,East,1030.08,92.14,61.95,0.5,515.04,0.0339,0,Low,Rising
2024-01-12,Silver,Automobile,Kerala,South,91.83,44.6,56.2,0.43,39.13,0.0287,0,Low,Rising
2024-01-12,Silver,Construction,Gujarat,West,91.57,27.43,110.29,0.22,20.47,0.0035,0,Low,Rising
2024-01-12,Silver,Jewelry,Andaman and Nicobar Islands,South,91.98,155.06,85.48,0.9,82.78,0.0262,1,High,Rising
2024-01-12,Lithium,Automobile,Meghalaya,Northeast,5844.27,75.47,88.94,0.44,2600.18,0.0763,0,Low,Rising
2024-01-12,Nickel,Electronics,Delhi,North,2547.04,56.28,90.24,0.3,765.89,0.0167,0,Low,Rising
2024-01-12,Copper,Jewelry,Sikkim,Northeast,1105.04,59.67,142.57,0.31,340.4,0.0323,0,Low,Rising
2024-01-12,Copper,Jewelry,Nagaland,Northeast,1183.26,83.88,142.76,0.47,555.35,0.0608,0,Low,Rising
2024-01-12,Copper,Construction,West Bengal,East,1040.53,87.53,117.01,0.5,520.26,0.0206,0,Low,Rising
2024-01-12,Aluminum,Energy,Delhi,North,245.69,63.57,121.61,0.45,111.21,0.0234,0,Low,Rising
2024-01-12,Lithium,Energy,Andhra Pradesh,South,5891.76,87.8,53.84,0.95,5597.17,0.0249,1,High,Rising
2024-01-12,Platinum,Construction,Tamil Nadu,South,5467.5,51.49,134.55,0.41,2230.59,0.0207,0,Low,Rising
2024-01-12,Nickel,Automobile,Bihar,East,2439.47,63.65,65.24,0.5,1219.73,0.0219,0,Low,Rising
2024-01-12,Platinum,Electronics,Meghalaya,Northeast,5524.24,28.61,68.87,0.23,1256.41,0.0325,0,Low,Rising
2024-01-12,Silver,Jewelry,Madhya Pradesh,Central,86.26,126.39,137.36,0.9,77.64,0.0624,1,High,Rising
2024-01-12,Aluminum,Energy,West Bengal,East,246.01,44.5,68.06,0.33,80.72,0.0742,0,Low,Rising
2024-01-12,Platinum,Jewelry,Lakshadweep,South,5548.28,144.62,62.51,0.85,4716.04,0.0011,0,Medium,Rising
2024-01-12,Gold,Automobile,Tripura,Northeast,6658.9,40.13,53.13,0.26,1733.19,0.004,0,Low,Rising
2024-01-12,Aluminum,Automobile,Sikkim,Northeast,242.28,131.97,54.64,0.7,169.6,0.0273,0,Medium,Rising
2024-01-12,Copper,Energy,Andhra Pradesh,South,1133.9,92.43,136.71,0.6,680.34,0.0283,0,Low,Rising
2024-01-12,Lithium,Energy,Uttarakhand,North,6017.58,187.88,77.91,0.95,5716.7,0.0349,1,High,Rising
2024-01-12,Copper,Construction,Maharashtra,West,1119.8,47.15,58.34,0.5,559.9,0.0381,0,Low,Rising
2024-01-12,Nickel,Electronics,West Bengal,East,2452.42,72.51,94.16,0.4,978.0,0.0131,0,Low,Rising
2024-01-12,Platinum,Energy,Sikkim,Northeast,5365.35,15.52,116.33,0.29,1541.13,0.0703,0,Low,Rising
2024-01-12,Platinum,Electronics,Andhra Pradesh,South,5898.18,26.16,78.99,0.23,1378.65,0.0838,0,Low,Rising
2024-01-12,Lithium,Automobile,Himachal Pradesh,North,5931.76,55.94,136.12,0.49,2885.04,0.0069,0,Low,Rising
2024-01-12,Steel,Automobile,Jharkhand,East,121.64,74.06,112.9,0.8,97.31,0.0232,0,Medium,Rising
2024-01-12,Aluminum,Jewelry,Uttar Pradesh,North,232.96,47.74,107.41,0.25,58.44,0.039,0,Low,Rising
2024-01-12,Copper,Jewelry,Uttar Pradesh,North,1099.86,65.94,145.95,0.35,385.65,0.0001,0,Low,Rising
2024-01-12,Silver,Construction,Uttar Pradesh,North,88.81,32.91,143.62,0.21,18.35,0.0635,0,Low,Rising
2024-01-12,Steel,Electronics,Punjab,North,126.66,19.67,121.41,0.3,37.37,0.0227,0,Low,Rising
2024-01-12,Nickel,Jewelry,Punjab,North,2526.58,55.74,140.67,0.3,768.42,0.03,0,Low,Rising
2024-01-12,Nickel,Construction,Manipur,Northeast,2701.24,45.09,55.46,0.37,998.8,0.0337,0,Low,Rising
2024-01-12,Nickel,Automobile,Delhi,North,2643.67,41.31,125.49,0.5,1321.83,0.0465,0,Low,Rising
2024-01-12,Aluminum,Electronics,Chhattisgarh,Central,228.22,42.83,122.46,0.22,50.45,0.0284,0,Low,Rising
2024-01-12,Lithium,Automobile,Delhi,North,6016.0,25.47,141.54,0.25,1509.98,0.0344,0,Low,Rising
2024-01-12,Nickel,Construction,Chhattisgarh,Central,2367.21,31.61,143.73,0.34,812.95,0.0873,0,Low,Rising
